id,author_year,cave_region_id,is_archival,description,region,archival_flag
10844,Gradziński M. 1994-1995,47,,Gradziński M. 1994-1995: Nacieki z mleka wapiennego w jaskiniach okolic Ojcowa. Prądnik 9: 7-15.,Wyżyna Śląsko-Krakowska,
10060,Gradziński M. 1995,29,,"Gradziński M. 1995: Zjawiska krasowe, powstawanie jaskiń, osady jaskiniowe. Jaskinie 4: 21-25, Kraków.",Niecka Nidziańska,
12728,Gradziński M. 1995a,41,,"Gradziński M. 1995a: Bacterial origin of needle-fibre calcite. Terra Abstracts, Terra Nova, 7: 235.",Tatry,
12600,Gradziński M. 1995b,41,,"Gradziński M. 1995b: J. Grodzicki (red.) - Jaskinie Tatrzańskiego Parku Narodowego t. 1 - Jaskinie Doliny Chochołowskiej i dolinek reglowych. PTPNoZ, Warszawa. 1991, s. 200, 1 plansza zał.; t. 2 - Jaskinie wschodniego zbocza Doliny Kościeliskiej, PTPNoZ, Warszawa. 1993, s. 194, 1 mapa zał.; t. 3 - Jaskinie zachodniego zbocza Doliny Kościeliskiej. PTPNoZ, Warszawa. 1994, s. 165 - 3 plansza zał. [Recenzja]. Przegląd Geologiczny, 43: 700-702.",Tatry,
12601,Gradziński M. 1996,41,,"Gradziński M. 1996: Zamiast recenzji. Gacek, 26 (47): 47, Kraków.",Tatry,
10417,Gradziński M. 1996,30,,"Gradziński M. 1996: Najgłębsze i najdłuższe jaskinie Polski. Gacek 25 (46): 46-47, Kraków.",Region Świętokrzyski,
15611,Gradziński M. 1996a,47,,"Gradziński M. 1996a: O wykazach jaskiń uwag kilka. Gacek [Biuletyn Informacyjny Sekcji Taternictwa Jaskiniowego Klubu Wysokogórskiego – Kraków], 25: 54.",Wyżyna Śląsko-Krakowska,
15613,Gradziński M. 1996b,47,,"Gradziński M. 1996b: O wyjaśnieniu wielce Szanownego Autora i Redaktora w jednej osobie. Gacek [Biuletyn Informacyjny Sekcji Taternictwa Jaskiniowego Klubu Wysokogórskiego – Kraków], 25: 55.",Wyżyna Śląsko-Krakowska,
10419,Gradziński M. 1997,30,,"Gradziński M. 1997: Caves in Poland. Jaskinie 7: 4-7, Kraków.",Region Świętokrzyski,
12602,Gradziński M. 1997,41,,"Gradziński M. 1997: Caves in Poland. Jaskinie 7: 4-7, Kraków.",Tatry,
10061,Gradziński M. 1997,29,,"Gradziński M. 1997: Caves in Poland. Jaskinie 7: 4-7, Kraków.",Niecka Nidziańska,
12603,Gradziński M. 1997b,41,,"Gradziński M. 1997b: Polish caving 1993-1996. [W:] Jeannin, P.-Y. (ed.), Proceedings of the 12th International Congres of Speleology, vol. 4. International Union of Speleology, pp. 91-92, Basel.",Tatry,
10845,Gradziński M. 1998,47,,"Gradziński M. 1998: Pedogeniczne komponenty w jaskiniach okolic Krakowa – charakterystyka i pochodzenie, wiek. [W:] Szynkiewicz, A. (red.), Materiały XXXII Sympozjum Speleologicznego. Sekcja Speleologiczna PTP: 44-45 . ",Wyżyna Śląsko-Krakowska,
12187,[Gradziński M.] 1999,41,,"[Gradziński M.] M.G. 1999: Nurkowanie w Wielkiej Śnieżnej. Jaskinie 1 (14): 4, Kraków.",Tatry,
10846,Gradziński M. 1999,47,,"Gradziński M. 1999: Position and age of conglomerates In caves near Kraków (Polish Jura). Annales Societatis Geologorum Poloniae, 69: 113-124, Kraków.",Wyżyna Śląsko-Krakowska,
12604,Gradziński M. 2000,41,,"Gradziński M. 2000: Nowe poglądy dotyczące genezy Jaskini Czarnej. Materiały 34. Sympozjum Speleologicznego: 37, Kraków.",Tatry,
15615,Gradziński M. 2000,47,,"Gradziński M. 2000: Pizoidy jaskiniowe - uwarunkowania genetyczne i środowiskowe ich powstania. Niepublikowana praca doktorska, Archiwum UJ, Kraków, 90 ss.",Wyżyna Śląsko-Krakowska,
11630,G.[radziński] M. 2001,40,,"G.[radziński] M. 2001: V Sympozjum Speleologiczne. Jaskinie 4 (25): 6, Kraków.",Karpaty,
12605,Gradziński M. 2001,41,,"Gradziński M. 2001: Caves in Poland. In: Polish Caving 1997-2001. Caving Commision of the Polish Mountaineering Association, pp. 3-5, Warszawa.",Tatry,
10847,Gradziński M. 2001a,47,,"Gradziński M. 2001a: Kras i jaskinie Jury Krakowskiej – zarys problematyki. [W:] Partyka J. (red.), Badania naukowe w południowej części Wyżyny Krakowsko-Wieluńskiej: 40–47. Wydaw. OPN, Ojców.",Wyżyna Śląsko-Krakowska,
10930,Gradziński M. 2001b,47,,"Gradziński M. 2001b: Jaskinie Jury Ojcowskiej. [W:] Lech J., Partyka J. (red.), Z archeologii Ukrainy i Jury Ojcowskiej: 96–114. Wydaw. OPN, Ojców.",Wyżyna Śląsko-Krakowska,
15127,[Gradziński M.] 2001c,47,,"[Gradziński M.] 2001c: Jaskinia Maszycka. Wydawnictwo Kluszczyński, Kraków.",Wyżyna Śląsko-Krakowska,
12188,[Gradziński M.] 2002,41,,"[Gradziński M.] M.G. 2002: Śnieżna, Jaskinie 1 (26): 5, Kraków.",Tatry,
12606,Gradziński M. 2004,41,,"Gradziński M. 2004: Morfologia i geneza jaskini Dziura. [W:] Zjawiska krasowe Doliny ku Dziurze ze szczególnym uwzględnieniem krasu hydrotermalnego, Materiały 38 Sympozjum Speleologicznego:18-20, Zakopane.",Tatry,
10420,Gradziński M. 2005,30,,"Gradziński M. 2005: Caves in Poland. [W:] Gradziński M., Haczewski, G. & Szelerewicz, M. (eds), Polish Caving: 4-6, KTJ PZA, Kraków.",Region Świętokrzyski,
12607,Gradziński M. 2005,41,,"Gradziński M. 2005: Caves in Poland. [W:] Gradziński M., Haczewski, G. & Szelerewicz, M. (eds), Polish Caving: 4-6, KTJ PZA, Kraków.",Tatry,
10931,Gradziński M. 2006,47,,"Gradziński M. 2006: Ciekawostki z Miękini. Jaskinie 2(43): 28-30, Kraków.",Wyżyna Śląsko-Krakowska,
15617,Gradziński M. 2007,47,,"Gradziński M. 2007: Przyroda nieożywiona Ojcowskiego Parku Narodowego – istniejące problemy badawcze, zagrożenia, problemy ochrony. Prądnik, 17: 33–42.",Wyżyna Śląsko-Krakowska,
14043,Gradziński M. 2010,41,,"Gradziński M. 2010: Zapomniana jaskinia w Tatrach Zachodnich. Jaskinie 3(60): 28, Kraków.",Tatry,
15619,Gradziński M. 2010,47,,"Gradziński M. 2010: Przyroda nieożywiona: badanie, udostępnianie, dylematy ochrony – spostrzeżenia na wybranych przykładach. Prądnik, 20: 85–94.",Wyżyna Śląsko-Krakowska,
15621,Gradziński M. 2012,47,,"Gradziński M. 2012: Nazewnictwo jaskiniowe – spojrzenie przyrodnika. Prądnik, 22: 115–122.",Wyżyna Śląsko-Krakowska,
14049,Gradziński M. 2013,47,,"Gradziński M. 2013: Paleohydrogeologiczne warunki powstawania freatycznych jaskiń Jury Polskiej. [W:] Materiały 47 Sympozjum Speleologicznego: 85-86, 17-20.10.2013 Olsztyn.",Wyżyna Śląsko-Krakowska,
15623,Gradziński M. 2014a,47,,"Gradziński M. 2014a: Budowa geologiczna i rzeźba terenu. [W:] Maciejowski W. (red.), Monografia gminy Sułoszowa: 29–50. Centrum Kultury w Sułoszowej, Sułoszowa.",Wyżyna Śląsko-Krakowska,
15625,Gradziński M. 2014b,47,,"Gradziński M. 2014b: Czas płynący w ciemności, czyli przemijanie skał. Jak powstają, starzeją się i giną jaskinie. Academia, 39: 34–36.",Wyżyna Śląsko-Krakowska,
15627,Gradziński M. 2014c,47,,"Gradziński M. 2014c: Time passing in the dark. Academia, 43: 34–36.",Wyżyna Śląsko-Krakowska,
11631,"Gradziński M., Chmiel M. J., Michalska B. 2001",40,,"Gradziński M., Chmiel M. J., Michalska B. 2001: Powstanie i rozwój detrytycznych polew naciekowych w Jaskini w Sopotni Wielkiej (Beskid Żywiecki). Materiały 35. Sympozjum Speleologicznego Sekcji Speleologicznej P. T. P. im. M. Kopernika: 20, Bartkowa.",Karpaty,
15629,Gradziński M. i in.  2001,47,,"Gradziński M., Michalska B., Wawryka M. 2001: Jaskinie Ojcowskiego Parku Narodowego. Dolina Prądnika. Część północno-zachodnia. Wydaw. OPN, Muzeum im. Prof. Władysława Szafera, Ojców, 30 ss.",Wyżyna Śląsko-Krakowska,
11050,Gradziński M. i in. 1994,47,,"Gradziński M., Szelerewicz M., Górny A. 1994: Nowe, godne ochrony jaskinie na Wyżynie Krakowsko-Wieluńskiej. Przegląd Geologiczny 42 (3): 205-208, Warszawa.",Wyżyna Śląsko-Krakowska,
12535,Gradziński M. i in. 1994,41,,"Gradziński M., Szulc J., Pazdur A., Pazdur M. F., Smyk B. 1994: Geneza osadów typu mleka wapiennego. III Krajowe Spotkanie Sedymentologów, Sosnowiec, 1994, Przewodnik Konferencji. Sekcja Sedymentologiczna PTG: 97-99, Sosnowiec.",Tatry,
15631,Gradziński M. i in. 1994a,47,,"Gradziński M., Amirowicz A., Bisek K., Wawryka M. 1994a: Jaskinie Ojcowskiego Parku Narodowego, Dolina Sąspowska. Część wschodnia. Wydaw. OPN, Muzeum im. Prof. Władysława Szafera, Ojców, 134 ss.",Wyżyna Śląsko-Krakowska,
12608,Gradziński M. i in. 1995,41,,"Gradziński M., Banaś M., Uchman, A. 1995: Geneza manganowych nacieków z Jaskini Czarnej. Materiały XXIX Symp. Sekcji Speleol. Pol. Tow. Przyrod. im. Kopernika: 8-9, Zakopane. 20-22 października 1995",Tatry,
15633,Gradziński M. i in. 1995a,47,,"Gradziński M., Górny A., Szelerewicz M. 1995a: Jaskinie Ojcowskiego Parku Narodowego, Wąwóz Jamki. Wydaw. OPN, Muzeum im. Prof. Władysława Szafera, Ojców.",Wyżyna Śląsko-Krakowska,
15635,Gradziński M. i in. 1995b,47,,"Gradziński M., Wawryka M., Bisek K., Michalska B. 1995b: Jaskinie Ojcowskiego Parku Narodowego, Dolina Sąspowska. Część zachodnia. Wydaw. OPN, Muzeum im. Prof. Władysława Szafera, Ojców, 60 ss.",Wyżyna Śląsko-Krakowska,
10932,Gradziński M. i in. 1996,47,,"Gradziński M., Górny A., Motyka J. 1996: Wpływ ascenzyjnych przepływów na powstanie Jaskini Smocza Jama. Materiały 30. Sympozjum Speleologicznego: 16, Kielce-Bocheniec.",Wyżyna Śląsko-Krakowska,
15637,Gradziński M. i in. 1996a,47,,"Gradziński M., Michalska B., Wawryka M., Bisek K. 1996a: Jaskinie Ojcowskiego Parku Narodowego, Chełmowa Góra. Wydaw. OPN, Muzeum im. Prof. Władysława Szafera, Ojców.",Wyżyna Śląsko-Krakowska,
12612,Gradziński M. i in. 1996b,41,,"Gradziński M., Rospondek M., Szulc J. 1996b: Mikrofacje nacieków jaskiniowych - możliwości i ograniczenia ich zastosowania do rekonstrukcji paleośrodowiska. XXX Sympozjum Sekcji Speleologicznej PTP - Materiały Konferencyjne: 17, Kielce-Bocheniec.",Tatry,
12616,Gradziński M. i in. 1996c,41,,"Gradziński M., Rospondek M., Szulc J. 1996c: Microfacies types of calcite speleothem: hydrodynamical and chemical controls of their origin. [W:] Lauritzen, S.-E. (ed.), Climate Change - The Karst Record, Karst Water Institute Special Publications 2, pp. 45, University of Bergen, Bergen.",Tatry,
10933,Gradziński M. i in. 1997,47,,"Gradziński M., Górny A., Pazdur A., Pazdur M.F. 1997: Zapis osadnictwa prehistorycznego w jaskiniach Wyżyny Krakowsko-Wieluńskiej, Materiały 31 Sympozjum Speleologicznego, s. 50, 17-19. 10. 1997 Ojców. ",Wyżyna Śląsko-Krakowska,
15639,Gradziński M. i in. 1997a,47,,"Gradziński M., Michalska B., Szelerewicz M., Wawryka M. 1997a: Jaskinie Ojcowskiego Parku Narodowego. Rusztowa Góra. Wydaw. OPN, Muzeum im. Prof. Władysława Szafera, Ojców.",Wyżyna Śląsko-Krakowska,
12613,Gradziński M. i in. 1997a,41,,"Gradziński M., Rospondek M., Szulc J. 1997a: Environmental controls of origin of the annually varved calcite speleothems. [W:] Jeannin, P.-Y. (ed.), Proceedings of the 12th International Congres of Speleology, vol. 1: 81-84, International Union of Speleology, Basel.",Tatry,
15641,Gradziński M. i in. 1997b,47,,"Gradziński M., Kowalski S., Partyka J., Szulc J. 1997b: Sesja terenowa 1 A. Ojców (Muzeum OPN) – Jaskinia Ciemna – Krakowska Brama – Jaskinia Łokietka – Jaskinia Złodziejska – Ojców. [W:] Baryła J., Gradziński M. (red.), Materiały 31. Sympozjum Speleologicznego, Ojców, 17–19.10.1997: 6–12. Sekcja Speleologiczna Polskiego Towarzystwa Przyrodników im. Kopernika, Kraków.",Wyżyna Śląsko-Krakowska,
12614,Gradziński M. i in. 1997b,41,,"Gradziński M., Rospondek M., Szulc J. 1997b: Sedimentation of the annually varved calcite speleothems. [W:] 18th IAS Regional European Meeting of Sedimentology, Heidelberg, Abstracts. Institute of Geology and Palaeontology Ruprecht-Karls-University, pp. 146-147, Heidelberg.",Tatry,
15643,Gradziński M. i in. 1997c,47,,"Gradziński M., Szulc J., Smyk B. 1997c: Microbial agents of moonmilk calcification. [W:] Jeannin P.-Y. (red.), Proceedings of the 12th International Congress of Speleology, vol. 1: 275–278. International Union of Speleology, Basel.",Wyżyna Śląsko-Krakowska,
12615,Gradziński M. i in. 1998,41,,"Gradziński M., Rospondek M., Szulc J. 1998: Mikrofacje nacieków jaskiniowych narzędziem rekonstrukcji paleośrodowiska. Sprawozdania z czynności i posiedzeń Polskiej Akademii Umiejętności, 61: 116-119, Kraków.",Tatry,
10934,Gradziński M. i in. 1998,47,,"Gradziński M., Górny A., Pazdur A., Pazdur M.F. 1998: Geologiczny zapis osadnictwa prehistorycznego w jaskiniach w okolicy Ojcowa. Prądnik, 11: 9–17.",Wyżyna Śląsko-Krakowska,
15645,Gradziński M. i in. 1998a,47,,"Gradziński M., Michalska B., Szelerewicz M., Wawryka M. 1998a: Jaskinie Ojcowskiego Parku Narodowego. Dolina Prądnika. Część południowo-zachodnia. Wydaw. OPN, Muzeum im. Prof. Władysława Szafera, Ojców.",Wyżyna Śląsko-Krakowska,
15647,Gradziński M. i in. 1999,47,,"Gradziński M., Michalska B., Wawryka M. 1999: Jaskinie Ojcowskiego Parku Narodowego. Dolina Prądnika. Część środkowo-zachodnia. Wydaw. OPN, Muzeum im. Prof. Władysława Szafera, Ojców, 31 ss.",Wyżyna Śląsko-Krakowska,
12611,Gradziński M. i in. 2000,41,,"Gradziński M., Rospondek, M. & Szulc, J. 2000: Microfacies variability of speleothems as palaeoclimatic indicator. [W:] Climate Changes, the Karst Record II. Guidebook & Abstracts. Institute of Geological Sciences Polish Academy of Sciences, Institute of Geological Sciences Jagiellonian University: 63-65, Kraków.",Tatry,
13839,Gradziński M. i in. 2001,39,,"Gradziński M., Mleczek T., Pukowski J., Szelerewicz M., Urban J. (red.), 2001: Jaskinie Pseudokrasowe Sudetów. Materiały 35 Sympozjum Speleologicznego Bartkowa, 26-28.10.2001. Sekcja Speleologiczna PTP im. Kopernika, KBN. Kraków.",Sudety,
15649,Gradziński M. i in. 2002,47,,"Gradziński M., Michalska B., Wawryka M. 2002: Jaskinie Ojcowskiego Parku Narodowego. Dolina Prądnika. Część Północna. Wydaw. OPN, Muzeum im. prof. Władysława Szafera, Ojców, 38 ss.",Wyżyna Śląsko-Krakowska,
15651,Gradziński M. i in. 2003,47,,"Gradziński M., Górny A., Pazdur A., Pazdur M.F. 2003: Origin of black coloured laminae in speleothems from the Kraków-Wieluń Upland, Poland. Boreas, 32: 532–542.",Wyżyna Śląsko-Krakowska,
15653,Gradziński M. i in. 2004a,47,,"Gradziński M., Michalska B., Wawryka M. 2004a: Jaskinie Ojcowskiego Parku Narodowego. Dolina Prądnika. Część północno-wschodnia. Wydaw. OPN, Muzeum im. prof. Władysława Szafera, Ojców, 38 ss.",Wyżyna Śląsko-Krakowska,
13949,Gradziński M. i in. 2005,41,,"Gradziński M., Kicińska D. i Nowicki T. 2005: Jaskinie tatrzańskie – spojrzenie geologa. Wydawnictwo Tatrzańskiego Parku Narodowego „Tatry”, 1: 46-48, Zakopane.",Tatry,
15655,Gradziński M. i in. 2005,47,,"Gradziński M., Michalska B., Wawryka M. 2005: Jaskinie Ojcowskiego Parku Narodowego, Dolina Prądnika. Część środkowo-wschodnia. Wydaw. OPN, Muzeum im. prof. Władysława Szafera, Ojców, 54 ss.",Wyżyna Śląsko-Krakowska,
12609,Gradziński M. i in. 2006,41,,"Gradziński M., Duliński, M., Hercman H., Żywiecki M., Baryła J. 2006: Utleniania węglowodorów czynnikiem warunkującym rozwój zjawisk krasowych, Materiały 40 Sympozjum Speleologicznego: 29-30, Sitkówka-Nowiny",Tatry,
15657,Gradziński M. i in. 2006,47,,"Gradziński M., Michalska B., Wawryka M. 2006: Jaskinie Ojcowskiego Parku Narodowego, Dolina Prądnika. Część środkowa. Ojcowski Park Narodowy, Muzeum im. prof. Władysława Szafera.",Wyżyna Śląsko-Krakowska,
15659,Gradziński M. i in. 2007,47,,"Gradziński M., Michalska B., Wawryka M., Szelerewicz M. 2007: Jaskinie Ojcowskiego Parku Narodowego. Dolina Prądnika. Góra Koronna, Góra Okopy. Ojców, Wydaw. OPN, Ojców, Muzeum im. Prof. Władysława Szafera, 122 ss.",Wyżyna Śląsko-Krakowska,
10935,Gradziński M. i in. 2008,47,,"Gradziński M., Gradziński R., Jach R. 2008: Geologia, rzeźba i zjawiska krasowe okolic Ojcowa. [W:] Klasa A., Partyka J., [red.], Monografia Ojcowskiego Parku Narodowego. Przyroda: 31-95, Wydaw. OPN, Ojców.",Wyżyna Śląsko-Krakowska,
12610,Gradziński M. i in. 2009,41,,"Gradziński M., Hercman H., Kicińska, D., Barczyk G., Bella, P., Holúbek, P. 2009: Kras tatrzański – rozwój wiedzy w ostatnich trzydziestu latach. Przegląd Geologiczny, 57: 674–684, Warszawa.",Tatry,
15661,Gradziński M. i in. 2010,47,,"Gradziński M., Michalska-Kasperkiewicz B., Wawryka-Drohobycki M. 2010: Jaskinie Ojcowskiego Parku Narodowego. Dolina Prądnika. Część południowa, Dolina Korzkiewki, Dolina Naramki. Wydaw. OPN, Ojców, Muzeum im. Prof. Władysława Szafera, Ojców, 40 ss.",Wyżyna Śląsko-Krakowska,
15663,Gradziński M. i in. 2011a,47,,"Gradziński M., Michalska B., Wawryka-Drohobycki M. 2011a: Jaskinie Ojcowskiego Parku Narodowego, Dolina Prądnika. Część południowo-wschodnia. Wydaw. OPN, Ojców, Muzeum im. Prof. Władysława Szafera, Ojców, 110 ss.",Wyżyna Śląsko-Krakowska,
15665,Gradziński M. i in. 2011b,47,,"Gradziński M., Partyka J., Wawryka-Drohobycki M., Zagórski S. 2011b: Sesja terenowa A. Ojców (Muzeum OPN) – Wąwóz Jamki – Jama Ani – Jaskinia Biała – Jaskinia Krakowska – Jaskinia Zbójecka – Ojców. [W:] Gradziński M., Partyka J., Urban J. (red.), Materiały 45. Sympozjum Speleologicznego, Ojców, 20–23.10.2011: 11–16. Sekcja Speleologiczna Polskiego Towarzystwa Przyrodników im. Kopernika, Kraków.",Wyżyna Śląsko-Krakowska,
15667,Gradziński M. i in. 2011c,47,,"Gradziński M., Ossowski Ł., Motyka J., Partyka J., Sobczyk K., Stworzewicz E., Ślusarz M., Wawryka-Drohobycki M., Wojenka M., Wojtal P., Zagórski S. 2011c: Sesja terenowa B. Ojców (Muzeum OPN) – Dolina Sąspowska – Jaskinia Ciemna – Góra Koronna – Jaskinia Okopy Wielka Dolna – Góra Okopy – Jaskinia Okopy Górna – Wąwóz Smardzowicki – Jaskinia Puchacza – Brama Krakowska – Ojców. [W:] Gradziński M., Partyka J., Urban J. (red.), Materiały 45. Sympozjum Speleologicznego, Ojców, 20–23.10.2011: 17–27. Sekcja Speleologiczna Polskiego Towarzystwa Przyrodników im. Kopernika, Kraków.",Wyżyna Śląsko-Krakowska,
15669,Gradziński M. i in. 2011d,47,,"Gradziński M., Koźlakiewicz J., Madeyska T., Motyka J., Partyka J., Sobczyk K., Wawryka-Drohobycki M., Wojtal P. 2011d: Sesja terenowa C. Ojców (Muzeum OPN) – Jaskinia Koziarnia – Łykawiec – Wąwóz Stodoliska – Stokowa Skała – Jaskinia Górna w Ogrojcu i Schronisko Boczne w Ogrojcu – Jaskinia Maszycka – Jaskinia Zamieszkała – Ojców. [W:] Gradziński M., Partyka J., Urban J. (red.), Materiały 45. Sympozjum Speleologicznego, Ojców, 20–23.10.2011: 28–37. Sekcja Speleologiczna Polskiego Towarzystwa Przyrodników im. Kopernika, Kraków.",Wyżyna Śląsko-Krakowska,
15671,Gradziński M. i in. 2020,47,,"Gradziński M., Wawryka-Drohobycki M., Michalska-Kasperkiewicz B., Bisek K., Szelerewicz M., Partyka J., Amirowicz A., Baran J., Baryła J., Górny A. 2020: Jaskinie dorzecza Prądnika. Wydaw. OPN, Ojców, 672 ss.",Wyżyna Śląsko-Krakowska,
12725,"Gradziński M., Kicińska D. 2000",41,,"Gradziński M., Kicińska D. 2000: Nowe poglądy dotyczące genezy Jaskini Czarnej. Materiały 34. Sympozjum Speleologicznego. Sekcja Speleologiczna Polskiego Towarzystwa Przyrodników: 37, Kraków. ",Tatry,
12726,"Gradziński M., Kicińska D. 2002",41,,"Gradziński M., Kicińska D. 2002: Morphology of Czarna Cave and its significance for the geomorphic evolution of the Kościeliska Valley. Annales Societatis Geologorum Poloniae, 72: 255-262.",Tatry,
16891,"Gradziński M., Kicińska D. [2009]",41,,"Gradziński M., Kicińska D. [2009]: Caves in Poland, [w:] Polish Caving 2005-2009: 3-5, KTJ PZA, Warszawa.",Tatry,
16893,"Gradziński M., Kicińska D. [2013]",41,,"Gradziński M., Kicińska D. [2013]: Caves in Poland, [w:] Polish Caving 2009-2013: 4-6, KTJ PZA, Warszawa.",Tatry,
16894,"Gradziński M., Kicińska D. [2017]",41,,"Gradziński M., Kicińska D. [2017]: Caves in Poland, [w:] Polish Caving 2013-2017: 4-6, KTJ PZA, Warszawa.",Tatry,
15673,"Gradziński M., Leszczyński S. 1995",47,,"Gradziński M., Leszczyński S. 1995: IV krajowe spotkanie sedymentologów Kraków, 26–28.06.1995. Przegląd Geologiczny, 43: 803–804.",Wyżyna Śląsko-Krakowska,
15129,[Gradziński M.] red. 2006,47,,"[Gradziński M.] red. 2006: „Kazik”. Jaskinie, 42: 6.",Wyżyna Śląsko-Krakowska,
10418,"Gradziński M., Rospondek M., Szulc J. 1996",30,,"Gradziński M., Rospondek M., Szulc J. 1996: Mikrofacje nacieków jaskiniowych – możliwości i ograniczenia ich zastosowania do rekonstrukcji paleośrodowiska. W: 30 Symp. Sekcji Speleol. PTP im. Kopernika, mat. symp., s.17-18, Kielce- Bocheniec.",Region Świętokrzyski,
11049,"Gradziński M., Szelerewicz M. 2004",47,,"Gradziński M., Szelerewicz M. 2004: Jaskinie Wyżyny Krakowsko-Wieluńskiej - liczba i rozmieszczenie. [W:] Zróżnicowanie i przemiany środowiska przyrodniczo-kulturowego Wyżyny Krakowsko-Częstochowskiej. Tom 1. Przyroda: 69-82, Ojców.",Wyżyna Śląsko-Krakowska,
14180,"Gradziński M., Szelerewicz M. (red) 2003",39,,"Gradziński M., Szelerewicz, M. (red.) 2003: Materiały 37 Sympozjum Speleologicznego Wojcieszów, 24-26.10.2003. Sekcja Speleologiczna PTP im. Kopernika, KBN, Kraków.",Sudety,
14181,"Gradziński M., Szelerewicz M., Urban J. (red.) 2002",39,,"Gradziński M., Szelerewicz M., Urban J.(red.), 2002: Skład izotopowy węgla w stalagmicie JN-4 z Jaskini Niedźwiedziej w Kletnie. Materiały 36. Sympozjum Speleologicznego, Pińczów, 25-27.10.2002, :29-31. Sekcja Speleologiczna Polskiego Towarzystwa Przyrodników im. Kopernika, KBN. Kraków. ",Sudety,
15675,"Gradziński M., Szulc J. 1997",47,,"Gradziński M., Szulc J. 1997: Stop 4. Złodziejska Cave (Jaskinia Złodziejska). [W:] Guidebook & Abstracts. 3rd Regional Symposium of International Fossil Algae Association & 3rd International Meeting of IGCP 380: s. 43. Institute of Geological Sciences, Jagiellonian University, Kraków.",Wyżyna Śląsko-Krakowska,
15677,"Gradziński M., Szulc J. 2000",47,,"Gradziński M., Szulc J. 2000: Recent speleothems of microbial origin. [W:] Gradziński M. (red.), Climate Changes, The Karst Record II 30 July–4 August, 2000. Guidebook & Abstracts: 5–6. Institute of Geological Sciences Polish Academy of Sciences & Institute of Geological Sciences Jagiellonian University, Kraków.",Wyżyna Śląsko-Krakowska,
12536,Gradziński R. 1950a,41,,"Gradziński R. 1950a: Iglica w grocie Miętusiej (fot.). Grotołaz 3 (okładka), Kraków.",Tatry,
12537,Gradziński R. 1950b,41,,"Gradziński R. 1950b: Poziom wody w krasie. Grotołaz 3, ss. nlb.[5],, Kraków.",Tatry,
12538,Gradziński R. 1951,41,,"Gradziński R. 1951: Powstawanie i rozwój jaskiń. Chrońmy Przyrodę Ojczystą 7, nr 1-2: 11-19, Kraków.",Tatry,
12539,Gradziński R. 1953a,41,,"Gradziński R. 1953a: Pokonywanie progu przy pomocy masztu. Z wyprawy ""Z2"" (fot.). Grotołaz 13/14, okładka, Kraków.",Tatry,
12540,Gradziński R. 1953b,41,,"Gradziński R. 1953b: Z1, Z2, Z3. Grotołaz 13/14, ss. nbl.[4] Kraków.",Tatry,
12541,Gradziński R. 1953c,41,,"Gradziński R. 1953c: Montaż masztu w J. Lodowej (fot.). Grotołaz 13/14, ss. nbl.[1] Kraków.",Tatry,
12542,Gradziński R. 1953d,41,,"Gradziński R. 1953d: W Jaskini Lodowej - kuchnia działa (fot.). Grotołaz 13/14, ss. nbl.[1] Kraków.",Tatry,
12189,[Gradziński R.] 1955,41,,"[Gradziński R.] R.G. 1955: Z życia sekcji. Grotołaz 1 (17): 53-54, Kraków.",Tatry,
12543,Gradziński R. 1956a,41,,"Gradziński R. 1956a: Z życia sekcji. Grotołaz 2/18: 49-51, Kraków.",Tatry,
12544,Gradziński R. 1956b,41,,"Gradziński R. 1956b: Wyprawa sekcji warszawskiej do J. Miętusiej. Grotołaz 2/18: 45, Kraków.",Tatry,
12545,Gradziński R. 1956c,41,,"Gradziński R. 1956c: Z życia sekcji krakowskiej. Grotołaz 3-4 /19-20/: 38-39, Kraków.",Tatry,
12546,Gradziński R. 1957a,41,,"Gradziński R. 1957a: Wyprawa sekcji krakowskiej do Jaskini Miętusiej. Grotołaz 5 /21/: 17-18, Kraków.",Tatry,
12547,Gradziński R. 1957b,41,,"Gradziński R. 1957b: Z życia sekcji. Grotołaz 5 /21/: 21, Kraków.",Tatry,
12548,Gradziński R. 1958,41,,"Gradziński R. 1958: Przegląd działalności w okresie od lipca 1956 do grudnia 1957. Taternik 1: 46, Warszawa.",Tatry,
12724,Gradziński R. 1958a,41,,"Gradziński R. 1958a: Wypadek w Jaskini Zimnej, Taternik 2: 52-54, Warszawa.",Tatry,
15679,Gradziński R. 1960,47,,"Gradziński R. 1960: Wycieczka 19. Ojców - Dolina Sąspowska - Wąwóz Jamki - Dolina Będkowską - Rudawa. [W:] Gradziński R. (red.), Przewodnik geologiczny po okolicach Krakowa: 227–248. Wydawnictwa Geologiczne, Warszawa.",Wyżyna Śląsko-Krakowska,
15691,Gradziński R. 1960,47,,"Gradziński R. 1960: Wycieczka 19. Ojców - Dolina Sąspowska - Wąwóz Jamki - Dolina Będkowską - Rudawa. [W:] Gradziński R. (red.), Przewodnik geologiczny po okolicach Krakowa: 227–248. Wydawnictwa Geologiczne, Warszawa.",Wyżyna Śląsko-Krakowska,
15681,Gradziński R. 1961,47,,"Gradziński R. 1961: The origin and development of caves in Upper Jurassic limestone of the Southern part of the Cracow Upland. Bulletin de l’Acadmie Polonaise des Sciences. Série des Sciences Géologiques et Géographiques, 9: 221–227.",Wyżyna Śląsko-Krakowska,
